name,type,total_sales,median_year_built,median_area,median_sale_price,median_price_sf
13135050621,tract,53,1997,2679,548000,190.9802117
13135050622,tract,45,1992,1755,309000,175.7618378
13135050623,tract,82,2002,2439,429950,174.888563
13135050624,tract,74,2015,2706,463500,165.6717756
13135050625,tract,69,2007,2884,464995,168.8923802
13135050626,tract,114,2010,2711,414200,161.3211229
13135050627,tract,78,2002,2376.5,383500,172.3111611
13135050628,tract,92,2001,2939,472500,155.6438012
13135050629,tract,36,1999,2606,445000,169.8151019
13135050630,tract,56,2004.5,2636,456500,161.7127245
13135050631,tract,111,2001,2592,499900,196.7592593
13135050632,tract,35,2003,2773,492500,189.2127012
13135050633,tract,20,2004,2343,466500,190.5271112
13135050634,tract,131,2007,3052,507000,181.7657242
13135050635,tract,78,2003,2517,509490,194.9821294
13135050636,tract,71,2002,2173,412500,188.7221935
13135050715,tract,84,1985,1956,391500,195.1473428
13135050719,tract,60,1985,1951.5,332450,174.560009
13135050722,tract,45,1987,2040,317000,169.6172249
13135050725,tract,101,1988,1806,323000,173.6381323
13135050729,tract,43,1980,1612,295000,190.5615293
13135050732,tract,100,2003,2062,322000,156.1416803
13135050733,tract,26,1988,2059,345000,170.2745411
13135050734,tract,51,1987,2216,355000,160.8473911
13135050735,tract,56,1998,1940,349500,169.7312588
13135050736,tract,84,2002,2135,365000,170.5757214
13135050737,tract,61,2003,2376,365000,147.581139
13135050738,tract,84,2001,2179,344000,160.5533672
13135050739,tract,63,1997,2245,371000,169.2650334
13135050740,tract,32,1984,1836.5,329750,192.7045537
13135050741,tract,81,2005,2680,455410,174.8392283
13135050742,tract,53,2000,2595,438000,169.4362985
13135050743,tract,56,2001,2400,386500,166.1605006
13135050744,tract,130,2004,2582.5,410000,161.7386141
13135050745,tract,62,2002.5,2829.5,460000,167.0040572
13135050746,tract,79,2002,2341,388000,170.6484642
13135050747,tract,54,2014.5,2182,405000,174.1520635
13135050748,tract,77,2017,2262,410000,180.3885291
13135050749,tract,46,1986,2040.5,320350,157.7095848
13135050750,tract,43,1988,2457,399000,163.7214137
13135050751,tract,51,2000,1835,330000,177.6566757
13135050752,tract,55,1995,2080,348000,171.2328767
13135050753,tract,58,1975,1805.5,316530,173.3692162
13135050754,tract,48,1988,1861,335000,152.7684122
13135050755,tract,37,2001,2298,370000,169.0024732
13135050756,tract,41,1998,3475,610000,181.4031716
13135050757,tract,48,1986,2304,425000,167.6894348
13135050758,tract,73,1974,1992,350000,175.4319654
13135050759,tract,63,1994,2908,435000,167.953668
13135050760,tract,63,1979,2335,380000,181.3914027
13135050761,tract,50,1986,2373.5,435000,181.1759912
13135050762,tract,79,1987,2839,466000,171.3434318
13135050763,tract,63,1986,2294,395000,176.9268056
13135050764,tract,35,1985,2132,359000,184.896847
13135050765,tract,35,1983,2692,430000,163.5420822
13151070109,tract,49,1987,1990,280000,145.1209677
13151070113,tract,53,1985,1431,225000,161.8871415
13151070114,tract,40,1994,2171.5,350000,170.3635048
13151070115,tract,22,1997,2681,342050,138.6017466
13151070116,tract,44,1990.5,1728.5,290000,178.6394349
13151070117,tract,77,1988,1774,262000,155.0707547
13151070118,tract,49,1987,2029,295000,158.8352085
13151070119,tract,65,1996,1452,250000,160.3420631
13151070120,tract,23,1996,1750,275000,156.3218391
13151070121,tract,45,1989,1832,286226,166.790215
13151070122,tract,43,1977,1969,267000,136.6009852
13151070123,tract,12,1999,1474,279500,178.5278515
13151070124,tract,68,2003.5,2012.5,302515,170.6531744
13151070125,tract,66,1979.5,1902,281500,139.2852432
13151070126,tract,43,1985,1459,200000,142.7600272
13151070127,tract,16,2001,2331.5,328500,146.3951037
13151070128,tract,22,1984,1605,246500,143.1218599
13151070204,tract,96,1998.5,2250,384620,158.3399871
13151070206,tract,61,2001,2820,450000,165.8322581
13151070207,tract,39,1999,2040,399000,179.699842
13151070208,tract,92,2000,2522.5,431000,164.3663074
13151070209,tract,75,1996,2324,418000,171.9653179
13151070210,tract,36,1994,2520,395000,170.279921
13151070211,tract,42,2000,2352.5,355000,153.5676963
13151070212,tract,27,1984,1488,213000,145.6043956
13151070213,tract,52,2003.5,2626,436500,168.1737928
13151070214,tract,105,2005,2721,435000,164.2935378
13151070215,tract,22,2003.5,2417.5,412450,182.1950113
13151070216,tract,107,2007,2724,390000,148.1384373
13151070307,tract,93,1999,2181,338000,151.5359741
13151070310,tract,106,1993,2026.5,303950,151.7782229
13151070312,tract,77,2001,1680,254000,148.8212719
13151070313,tract,138,2018,3042.5,433645,152.4902293
13151070314,tract,52,1991,1955,332000,161.7992089
13151070315,tract,56,2001,2910.5,502500,165.2059432
13151070316,tract,48,2005.5,1672,313495,180.2240484
13151070317,tract,46,2000,2010,300600,147.333843
13151070318,tract,30,2003,2024,293700,150.5868113
13151070319,tract,61,2019,2329,332000,145.3400598
13151070320,tract,26,2003.5,1742,314990,171.3393084
13151070321,tract,19,1996,2376,311000,141.8588152
13151070322,tract,66,2004,1888,303950,143.2748538
13151070323,tract,20,2001,1297.5,221280,171.6054014
13151070324,tract,69,2006,1724,260000,141.184573
13151070325,tract,27,1999,2257,380000,159.5121951
13151070405,tract,59,2002,2116,325000,161.0824742
13151070406,tract,111,2016,2149,312500,144.3426724
13151070407,tract,60,2005,2073.5,342300,167.2280603
13151070408,tract,48,1997.5,1672,299950,177.6996294
13151070409,tract,97,2002,1808,304500,172.3706897
13151070410,tract,69,2002,2052,310000,167.5332178
13151070411,tract,68,2004,2303.5,341000,165.1720882
13151070412,tract,84,2018,2192,309500,148.6806849
13151070503,tract,108,2004,2083.5,287000,146.9857077
13151070504,tract,11,1998,1656,258000,160.0318471
13151070505,tract,93,1998,1829,285000,160.5879151
13151070506,tract,68,2006,2242.5,355800,152.6051653
13151070507,tract,27,2012,2665,329000,126.6984943
13151070508,tract,89,2006,3092,405900,143.8406688
13247060101,tract,51,1973,1512,235000,157.8458682
13247060103,tract,31,1986,1885,300000,174.383644
13247060104,tract,48,2000,1661,297500,153.8309035
13247060201,tract,43,1975,1792,280000,164.4736842
13247060203,tract,67,1981,1850,260000,149.274744
13247060204,tract,51,1985,1873,256000,158.4158416
13247060305,tract,48,1985,1570,208500,148.3371614
13247060306,tract,54,2007,2340.5,324500,147.7430945
13247060310,tract,47,1964,1306,215000,156.7783676
13247060311,tract,41,1988,1968,310000,166.6666667
13247060312,tract,28,1991,2684.5,400500,144.4636884
13247060313,tract,47,1985,2353,314000,156.0900716
13247060314,tract,37,1995,1709,300000,160.8430394
13247060315,tract,66,2004,1690,270000,129.4879065
13247060316,tract,61,1984,1612,235000,136.5979381
13247060317,tract,75,1984,1440,229000,156.5656566
13247060318,tract,40,1971,1314.5,234000,161.1772059
13247060403,tract,41,1984,2205,340000,156.4181399
13247060406,tract,72,1986.5,2112.5,300000,148.3294917
13247060407,tract,64,1985,1730,258000,159.4368744
13247060408,tract,62,1994,2412,351750,158.0637443
13247060409,tract,61,1987,1953,300000,154.7552054
13247060410,tract,77,1985,1441,243500,162.1447028
13247060411,tract,30,1985,1858.5,355000,172.0633804
Atlanta Region,region,65583,1991,1897,378500,202.6342452
